Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"MS Kumar, CH Yang, V Aravinthan, AA Adediran, ...","Influence of low heat input by CMT powered WAAM on attaining the microstructural and mechanical homogeneity of printed 304 SS cylindrical component",2024,"Results in …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2590123024000999","https://scholar.google.com/scholar?cites=1868565783860559492&as_sdt=2005&sciodt=0,5&hl=en",67,"2024-05-07 15:22:56","HTML","","","",,,,,1,1.00,0,5,1,"… Hence, this research, 304 austenitic SS was chosen to … WAAM have greater tensile strength and hardness due to these … that the longitudinal specimen's tensile strength was less than …","https://www.sciencedirect.com/science/article/pii/S2590123024000999","https://scholar.google.com/scholar?q=related:hD51Kq567hkJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"BN RAJU","EXPERIMENTAL INVESTIGATION ON MQL BASED TURNING ON SS 304",2022,"","mechanical.anits.edu.in","https://mechanical.anits.edu.in/PROJECT18-22/C6.pdf","",68,"2024-05-07 15:22:56","PDF","","","",,,,,0,0.00,0,1,2,"… • Hence, in this work, the authors have chosen SS 304 as base material with input parameters of speed, feed and depth of cut under the minimum quantity of lubrication as palm oil to …","https://mechanical.anits.edu.in/PROJECT18-22/C6.pdf","https://scholar.google.com/scholar?q=related:l6jcttHNKrIJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
2,"G Singh, H Singh, Y Sharma, H Vasudev, ...","Analysis and optimization of various process parameters and effect on the hardness of SS-304 stainless steel welded joints",2023,"International Journal on …","Springer","https://link.springer.com/article/10.1007/s12008-023-01361-1","https://scholar.google.com/scholar?cites=16198952349677259716&as_sdt=2005&sciodt=0,5&hl=en",69,"2024-05-07 15:22:56","HTML","10.1007/s12008-023-01361-1","","",,,,,2,2.00,0,5,1,"… Parameters that were used in the input are current, voltage, rate of gas flow, and hardness, and the tensile strength is taken into account as output. In the case of designing the …","https://link.springer.com/article/10.1007/s12008-023-01361-1","https://scholar.google.com/scholar?q=related:xAv-F1Y9zuAJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
3,"BR Moharana, SK Sahoo, ...","Evaluation of mechanical and metallurgical properties of SS 304-CP copper dissimilar metal joint by innovative pulsed-GTAW process",2022,"International Journal of …","inderscienceonline.com","https://www.inderscienceonline.com/doi/abs/10.1504/IJMATEI.2022.126516","https://scholar.google.com/scholar?cites=7711457923972210024&as_sdt=2005&sciodt=0,5&hl=en",70,"2024-05-07 15:22:56","","10.1504/IJMATEI.2022.126516","","",,,,,3,1.50,1,3,2,"… possibilities of two dissimilar (SS 304 and copper) thin … SS 304 or Cu side) refers to a negative impact on weld strength. The minimum trough value brings up a higher tensile strength …","","https://scholar.google.com/scholar?q=related:aB288h-aBGsJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
4,"R Addamani, HV Ravindra, ...","… weld bead performance for pulsed gas metal arc welding (P-GMAW) using acoustic emission (AE) and machine vision (MV) signals through NDT methods for SS 304 …",2020,"ASME …","asmedigitalcollection.asme.org","https://asmedigitalcollection.asme.org/IMECE/proceedings-abstract/IMECE2020/84485/1098898","https://scholar.google.com/scholar?cites=3034714976038902167&as_sdt=2005&sciodt=0,5&hl=en",71,"2024-05-07 15:22:56","","","","",,,,,4,1.00,1,3,4,"… Experiments have conducted to study on the AISI 304 stainless steel tube widely applied in the … Experimental observations show that tensile strength and YS mostly affected by a higher …","https://asmedigitalcollection.asme.org/IMECE/proceedings-pdf/IMECE2020/84485/V02AT02A002/6636647/v02at02a002-imece2020-23438.pdf","https://scholar.google.com/scholar?q=related:l1lbLTF5HSoJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
3,"J Arivarasan, TDB Kannan","Optimization of process parameters in double-pulse MIG welding of Inconel 617-SS 304 H",2022,"Transactions of the Indian Institute of Metals","Springer","https://link.springer.com/article/10.1007/s12666-021-02483-4","https://scholar.google.com/scholar?cites=7292111086745323864&as_sdt=2005&sciodt=0,5&hl=en",72,"2024-05-07 15:22:56","HTML","10.1007/s12666-021-02483-4","","",,,,,3,1.50,2,2,2,"… SS 304H base metals had a tensile strength of 740 MPa and 540 MPa, respectively. The tensile strength … Sample B had a tensile strength greater than that of SS 304H base metal, but …","https://link.springer.com/article/10.1007/s12666-021-02483-4","https://scholar.google.com/scholar?q=related:WIkk7GXIMmUJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
7,"T Mo, H Xiao, B Lin, W Li, P Wang, K Ma","Improvement of mechanical properties of tri-metallic 7075Al/1060Al/304 SS composite via collaborative strengthening behavior",2022,"Materials Science and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0921509322014514","https://scholar.google.com/scholar?cites=3836638315476923005&as_sdt=2005&sciodt=0,5&hl=en",73,"2024-05-07 15:22:56","HTML","","","",,,,,7,3.50,1,6,2,"… In order to evaluate the advantage of mechanical properties of tri-metallic Al/Al/Steel composites, the combination of ultimate tensile strength and total elongation in the present work is …","https://www.sciencedirect.com/science/article/pii/S0921509322014514","https://scholar.google.com/scholar?q=related:fbKndTh6PjUJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
2,"W Ting, W Yifan, Z Yongyun, J Siyuan, ...","Influence of an AlSi5 filler wire on microstructures and mechanical properties of EBW-brazed CP-Al to 304 SS joint",2020,"Journal of Manufacturing …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1526612520302796","https://scholar.google.com/scholar?cites=15997498679081137512&as_sdt=2005&sciodt=0,5&hl=en",74,"2024-05-07 15:22:56","HTML","","","",,,,,2,0.50,0,5,4,"… aluminum (CP-Al) to 304 stainless steel with and without an Al-Si5 … The tensile strength of the joint welded with filler wire was … of the electron beam welding-brazed 304 SS to CP-Al joint. …","https://www.sciencedirect.com/science/article/pii/S1526612520302796","https://scholar.google.com/scholar?q=related:aHVpTUqIAt4J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
20,"BR Moharana, SK Sahu, A Maiti, SK Sahoo, ...","An experimental study on joining of AISI 304 SS to Cu by Nd-YAG laser welding process",2020,"Materials Today …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214785320317430","https://scholar.google.com/scholar?cites=14866967073421075101&as_sdt=2005&sciodt=0,5&hl=en",75,"2024-05-07 15:22:56","HTML","","","",,,,,20,5.00,4,5,4,"… of copper &corrosion resistance of SS 304. Pulsed Nd:YAG is an … characterization for AISI 304 and AISI 420 SS couple with … of SS-Cu fractured at the weld zone and the tensile strength …","https://www.sciencedirect.com/science/article/pii/S2214785320317430","https://scholar.google.com/scholar?q=related:nSKx4sgTUs4J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"D Mishra, AK Das","Experimental Investigation on Mechanical Properties of Friction Stir Dissimilar Welded Joints of Al AA6063 and SS 304 Alloys",2022,"Recent Advances in Manufacturing Processes and …","Springer","https://link.springer.com/chapter/10.1007/978-981-16-7787-8_38","",76,"2024-05-07 15:22:56","","10.1007/978-981-16-7787-8_38","","",,,,,0,0.00,0,2,2,"… The tensile strength and flexural strength of the fabricated dissimilar welded joint were reported like 56 N/mm 2 and 2.61 MPa, respectively, with the use of a hexagonal structured profile…","","https://scholar.google.com/scholar?q=related:V-t7afom3JMJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"K Durgaprasad, S Pal, M Das","Influence of cusp magnetic field on the evolution of metallurgical and mechanical properties in GTAW of SS 304",2023,"The International Journal of Advanced …","Springer","https://link.springer.com/article/10.1007/s00170-023-11441-x","https://scholar.google.com/scholar?cites=6067053870536171023&as_sdt=2005&sciodt=0,5&hl=en",77,"2024-05-07 15:22:56","HTML","10.1007/s00170-023-11441-x","","",,,,,1,1.00,0,3,1,"… microstructure were observed in SS 304 weldments [10]. … enhanced grain refinement and tensile strength by 12% and … of the laser-MIG hybrid weld of SS 304 [25]. It is ideal for real-…","https://link.springer.com/article/10.1007/s00170-023-11441-x","https://scholar.google.com/scholar?q=related:D553wlmBMlQJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
18,"C Sudarsan, KH Banker, S Hazra, ...","Experimental investigations on forming limit diagram of ultra thin SS 304 steel: effect of circular grid size, sheet orientation, punch size and deformation speed",2019,"Advances in Materials …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/2374068X.2018.1510679","https://scholar.google.com/scholar?cites=4762710448748030664&as_sdt=2005&sciodt=0,5&hl=en",78,"2024-05-07 15:22:56","","10.1080/2374068X.2018.1510679","","",,,,,18,3.60,5,4,5,"… The formability related mechanical properties of the 200 μm thick SS 304 sheets were … Different mechanical properties such as the 0.2% yield strength (YS), ultimate tensile strength (UTS…","https://wrap.warwick.ac.uk/110001/7/WRAP-experimental-investigations-forming-limit-diagram-ultra-thin-SS-304-steel-Bhagat-2018.pdf","https://scholar.google.com/scholar?q=related:yOqqUeuLGEIJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"M Vivekananthan, M Saravanakumar, KNS Ross, ...","Experimental investigation of Mechanical properties in friction welding parameters for dis-similar metals (SS-304 & SS-410)",2021,"Materials Today …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214785320377324","https://scholar.google.com/scholar?cites=6031378698503608558&as_sdt=2005&sciodt=0,5&hl=en",79,"2024-05-07 15:22:56","HTML","","","",,,,,1,0.33,0,4,3,"… Welder joints with high friction pressure and friction time to have low tensile strength. The … to the tensile strength. The bonding time is indirectly proportional to the tensile strength. …","https://www.sciencedirect.com/science/article/pii/S2214785320377324","https://scholar.google.com/scholar?q=related:7lgqfvjCs1MJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
2,"B Patel, R Patel","Parametric Optimization of Gas Tungsten Arc Welding Using Activated Flux on Weld Penetration on SS 304",2015,"International Journal of Research in Mechanical …","academia.edu","https://www.academia.edu/download/94096801/IJRME_03_03_005.pdf","https://scholar.google.com/scholar?cites=16095814391624562092&as_sdt=2005&sciodt=0,5&hl=en",80,"2024-05-07 15:22:56","PDF","","","",,,,,2,0.22,1,2,9,"… One of the aim of this research was to find out the Penetration of the weld joint, and also the find out which parameter is most effective on tensile strength of the weld joint using Activated …","https://www.academia.edu/download/94096801/IJRME_03_03_005.pdf","https://scholar.google.com/scholar?q=related:rPVm7-jRX98J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
8,"A Jadhav, KS Wasankar","Optimisation of process parameters of A-TIG welding for penetration and hardness of SS 304 stainless steel weld",2018,"International Research Journal of …","academia.edu","https://www.academia.edu/download/57685933/IRJET-V5I1040.pdf","https://scholar.google.com/scholar?cites=1406696747325704157&as_sdt=2005&sciodt=0,5&hl=en",81,"2024-05-07 15:22:56","PDF","","","",,,,,8,1.33,4,2,6,"… process parameters which help in controlling the penetration of SS 304 weld and hardness of the joint. The … Furthermore, the welded joint presented better tensile strength and hardness …","https://www.academia.edu/download/57685933/IRJET-V5I1040.pdf","https://scholar.google.com/scholar?q=related:3ccLGz2XhRMJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
27,"AV Bansod, AP Patil, AP Moon, S Shukla","Microstructural and electrochemical evaluation of fusion welded low-nickel and 304 SS at different heat input",2017,"Journal of Materials …","Springer","https://link.springer.com/article/10.1007/s11665-017-3054-3","https://scholar.google.com/scholar?cites=12553893796195669394&as_sdt=2005&sciodt=0,5&hl=en",82,"2024-05-07 15:22:56","HTML","10.1007/s11665-017-3054-3","","",,,,,27,3.86,7,4,7,"… The high tensile strength in LHI sample is attributed to the lower dilution and more δ-ferrite … patterns with white tearing ridges which leads to high tensile strength of LHI. Figure 12(cf) (…","https://link.springer.com/article/10.1007/s11665-017-3054-3","https://scholar.google.com/scholar?q=related:khU57uRjOK4J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
4,"C Singh, H Kumar, R Kumar","Measurement and analysis on the sensitization behavior of SS-304 welds using Nb-based stabilization through flux-coated gas tungsten arc welding",2019,"Measurement and Control","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0020294019848106","https://scholar.google.com/scholar?cites=10790621812086376246&as_sdt=2005&sciodt=0,5&hl=en",83,"2024-05-07 15:22:56","","10.1177/0020294019848106","","",,,,,4,0.80,1,3,5,"… and tensile strength during dissimilar welding of SS and chrome–manganese austenitic SS has also … pass, whereas the tensile strength decreased for chrome–manganese steel than for …","https://journals.sagepub.com/doi/full/10.1177/0020294019848106","https://scholar.google.com/scholar?q=related:Nof97l39v5UJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"W Zhang, J Wang, X Zhu, X Lu","A Functionally Graded Material of Ss 304 to Fe-40al Fabricated by Dual Wire Arc Additive Manufacturing",,"Available at SSRN 4604528","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4604528","",84,"2024-05-07 15:22:56","","","","",,,,,0,0.00,0,4,,"… SS 304 to Fe-40Al FGM cracks occur in the 40% gradient, caused … SS 304 to Fe-40Al FGM ranges from 188HV0.5 to 558HV0.5. As the Al content increases, the ultimate tensile strength …","","https://scholar.google.com/scholar?q=related:2a_7R9hVrJAJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"RV Prakash, K Thiyagarajan, ...","Thermographic Evaluation of SS 304 Material During Monotonic Loading",2009,"ASME …","asmedigitalcollection.asme.org","https://asmedigitalcollection.asme.org/IMECE/proceedings-abstract/IMECE2009/183/343699","",85,"2024-05-07 15:22:56","","","","",,,,,0,0.00,0,3,15,"… SS 304 specimen is shown in Figure 3. Specimen was loaded at a rate of 1.5 mm/min till its failure. Material properties such as yield strength, ultimate tensile strength … for a SS 304 …","https://asmedigitalcollection.asme.org/IMECE/proceedings-pdf/IMECE2009/43871/183/2754137/183_1.pdf","https://scholar.google.com/scholar?q=related:8YeR6O5p8ooJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
1,"M SHI, J ZHAO, S CHEN, T LI","Effects of beam-offset on microstructure and properties of laser welded Nb/304 SS joint",2017,"Transactions of The China Welding …","hjxb.hwi.com.cn","http://hjxb.hwi.com.cn/hjxb/en/article/id/20170310","https://scholar.google.com/scholar?cites=7134154622315867714&as_sdt=2005&sciodt=0,5&hl=en",86,"2024-05-07 15:22:56","","","","",,,,,1,0.14,0,4,7,"In this work, the Nb/304 SS joint was welded by laser welding. The joint fractured immediately due to continuously distributed Fe 2 Nb intermetallic compounds when the laser was …","http://hjxb.hwi.com.cn/hjxb/en/article/pdf/preview/20170310.pdf","https://scholar.google.com/scholar?q=related:Qi7Zo9SbAWMJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"K Rao, AK Parashar, N Ginni, R Banoth, ...","Microwave-Assisted Cladding of Ni-BaTiO3 Mixture onto SS-304 for Enhancing the Wear Resistance and Surface Hardness",2024,"E3S Web of …","e3s-conferences.org","https://www.e3s-conferences.org/articles/e3sconf/abs/2024/37/e3sconf_icftest2024_01014/e3sconf_icftest2024_01014.html","",87,"2024-05-07 15:22:56","","","","",,,,,0,0.00,0,5,1,"… In construction, it serves as the backbone for infrastructure, supporting skyscrapers, bridges, and roads due to its high tensile strength and load-bearing capabilities [2-6]. Automotive …","https://www.e3s-conferences.org/articles/e3sconf/pdf/2024/37/e3sconf_icftest2024_01014.pdf","https://scholar.google.com/scholar?q=related:s-ydAaLCNRMJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"KLN Murthy, ACUM Rao","Impact of Post Welding Heat Treatment Process on Microstructure and Mechanical Properties of TIG Welded SS-304 & SS316l Dissimilar Metals",2021,"CVR Journal of Science and Technology","cvr.ac.in","https://cvr.ac.in/ojs/index.php/cvracin/article/view/753","",88,"2024-05-07 15:22:56","","","","",,,,,0,0.00,0,2,3,"… Post tempering process increased the tensile strength to 10%. At the end of the experimentation, it was concluded that … Tensile strength was increased after normalizing and quenching. …","https://cvr.ac.in/ojs/index.php/cvracin/article/download/753/613","https://scholar.google.com/scholar?q=related:xL_BN20y53sJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
5,"VP Pandey, RN Mall","Analysis of material removal rate of AISI 304 SS in EDM process",2014,"Int. J. Sci. Res. Dev","academia.edu","https://www.academia.edu/download/38775473/IJSRDV2I7108.pdf","https://scholar.google.com/scholar?cites=8369332418982111693&as_sdt=2005&sciodt=0,5&hl=en",89,"2024-05-07 15:22:56","PDF","","","",,,,,5,0.50,3,2,10,"… The work piece material selected in this experiment is AISI 304 Stainless steel taking into account its wide usage in industrial applications. In today’s world 304 stainless steel …","https://www.academia.edu/download/38775473/IJSRDV2I7108.pdf","https://scholar.google.com/scholar?q=related:zemWEH7XJXQJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"S Mandal, T Karmaker, MN Islam","Effect of Heat Treatment on Crack Initiation &Propagation of Stainless Steel (Ss-304)",2014,"Global Journal of Research …","researchgate.net","https://www.researchgate.net/profile/Soumya-Mandal/publication/309576351_Effect_of_Heat_Treatment_on_Crack_Initiation_Propagation_of_Stainless_Steel_Ss-304/links/581840eb08ae90acb242a961/Effect-of-Heat-Treatment-on-Crack-Initiation-Propagation-of-Stainless-Steel-Ss-304.pdf","",90,"2024-05-07 15:22:56","PDF","","","",,,,,0,0.00,0,3,10,"… a) Material Properties The material used for the fatigue test was Type 304 austenitic stainless … The ultimate tensile strength, yield tensile strength is 600MPa and 300MPa respectively. …","https://www.researchgate.net/profile/Soumya-Mandal/publication/309576351_Effect_of_Heat_Treatment_on_Crack_Initiation_Propagation_of_Stainless_Steel_Ss-304/links/581840eb08ae90acb242a961/Effect-of-Heat-Treatment-on-Crack-Initiation-Propagation-of-Stainless-Steel-Ss-304.pdf","https://scholar.google.com/scholar?q=related:SP31_W1OHp4J:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
3,"M Sattar, AR Othman, S Kamaruddin, ...","Creep parameters determination by omega model to norton bailey law by regression analysis for austenitic steel ss-304",2021,"Solid State …","Trans Tech Publ","https://www.scientific.net/SSP.324.188","https://scholar.google.com/scholar?cites=14655413825867515582&as_sdt=2005&sciodt=0,5&hl=en",91,"2024-05-07 15:22:56","","","","",,,,,3,1.00,1,4,3,"… material SS-304, taken as coupon undergoing creep and plasticity phenomenon is investigated. Changes in material’s mechanical properties modulus of elasticity, tensile strength, …","https://www.scientific.net/SSP.324.188.pdf","https://scholar.google.com/scholar?q=related:voYuFzp9YssJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"RC Andrews, RH Hiltz, LH Kirschler, SJ Rodgers, ...","… PROPERTIES OF MATERIALS. TOPICAL REPORT NO. 8. RESULTS OF MECHANICAL PROPERTIES TESTS OF 304 SS SPECIMENS CONDUCTED IN: 1 …",1967,"","osti.gov","https://www.osti.gov/servlets/purl/4341308","",92,"2024-05-07 15:22:56","PDF","","","",,,,,0,0.00,0,5,57,"… ep R up tu re T estof 304 ss (H igh C a rb on Sodium ) C re ep R atesof 304 ss (H ig h C a rb on S odium F atigue S trengthof 304 ss (H ig h C arb on Sodium … Im pact S trengthof 304 ss …","https://www.osti.gov/servlets/purl/4341308","https://scholar.google.com/scholar?q=related:qEaaqff3ctoJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"W Wahono, IV Sunday, A Aminnudin, ...","Investigation on the shear strength of Nylon 6–SS 304 FLW joint under traverse speed and hole row distance variation",2021,"AIP Conference …","pubs.aip.org","https://pubs.aip.org/aip/acp/article-abstract/2447/1/030028/999832","",93,"2024-05-07 15:22:56","","10.1063/5.0072809/14241519/030028_1_online","","",,,,,0,0.00,0,4,3,"… On the other hand, Nylon 6 is a low-cost, multi-application thermoplastic polymer with a relatively high tensile strength, suitable temperature resilient, and chemical compatibility for …","https://pubs.aip.org/aip/acp/article-pdf/doi/10.1063/5.0072809/14241519/030028_1_online.pdf","https://scholar.google.com/scholar?q=related:L8I45p4vvjcJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"SP Dwivedi, S Pahwa, A Dutt, K Saritha, ...","Revolutionizing Surface Enhancement: Microwave-Assisted Cladding of Ni-Boron Nitride Mixture onto SS-304",2024,"E3S Web of …","e3s-conferences.org","https://www.e3s-conferences.org/articles/e3sconf/abs/2024/37/e3sconf_icftest2024_01008/e3sconf_icftest2024_01008.html","",94,"2024-05-07 15:22:56","","","","",,,,,0,0.00,0,5,1,"… Its impressive tensile strength of 615 MPa suits it for loadbearing structures. SS-304's density of 8 g/cm3 balances strength and weight, ideal for lightweight yet sturdy applications. Its …","https://www.e3s-conferences.org/articles/e3sconf/pdf/2024/37/e3sconf_icftest2024_01008.pdf","https://scholar.google.com/scholar?q=related:IA-PGslH27AJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
0,"A Kulkarni, N Ambhore, A Deshpande, P Anerao, ...","Analysis of cutting temperature during turning of SS 304 using uncoated and PVD coated carbide inserts",2022,"Materials Today …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214785322062356","",95,"2024-05-07 15:22:56","HTML","","","",,,,,0,0.00,0,5,2,"… (Tensile strength of SS 304 at room temperate is 520 MPa whereas at temperature 650 C it is 330 MPa [23]). Hence the cutting force required for removing material reduces which …","https://www.sciencedirect.com/science/article/pii/S2214785322062356","https://scholar.google.com/scholar?q=related:wxtNX45U_9kJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
6,"E Mazancová, D Ostroushko","Hydrogen Response of 304 SS and Ti Weld Realised by Explosion",2014,"Materials Science Forum","Trans Tech Publ","https://www.scientific.net/MSF.782.166","https://scholar.google.com/scholar?cites=10536017438824212876&as_sdt=2005&sciodt=0,5&hl=en",96,"2024-05-07 15:22:56","","","","",,,,,6,0.60,3,2,10,"… Life time of the H-charged bars after the HT corresponded to 17% of the samples tensile strength in as clad state [6] and 12% in case of samples without the HT before the hydrogen …","https://www.scientific.net/MSF.782.166.pdf","https://scholar.google.com/scholar?q=related:jClw1Al0N5IJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
6,"DG Subhedar, YS Patel, BM Ramani, ...","An experimental investigation on the effect of Al2O3/cutting oil based nano coolant for Minimum Quantity Lubrication drilling of SS 304",2021,"Cleaner Engineering and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2666790821000641","https://scholar.google.com/scholar?cites=2817764298817371390&as_sdt=2005&sciodt=0,5&hl=en",97,"2024-05-07 15:22:56","HTML","","","",,,,,6,2.00,2,4,3,"… In this study we explore the experimental investigation to study the potential of Al 2 O 3 Nano particles/Mineral oil-based cutting fluid during drilling of Stainless Steel 304 on tool life and …","https://www.sciencedirect.com/science/article/pii/S2666790821000641","https://scholar.google.com/scholar?q=related:_nzJW7O1GicJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
2,"SP Dwivedi, P Mukherjee, S Sharma","Homogeneity, hardness distribution, and metallurgical behavior of SS-304 cladding surface with Si, Ni, and TiO2",2023,"Australian Journal of …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/14484846.2023.2203884","https://scholar.google.com/scholar?cites=17774325828363669545&as_sdt=2005&sciodt=0,5&hl=en",98,"2024-05-07 15:22:56","","10.1080/14484846.2023.2203884","","",,,,,2,2.00,1,3,1,"… Tensile Strength and Vicker hardness were 615 … (SS-304) has been chosen for the microwave cladding process with dimensions of 60 mm x 10 mm x 10 mm. Before deposition, SS-304 …","https://www.tandfonline.com/doi/pdf/10.1080/14484846.2023.2203884","https://scholar.google.com/scholar?q=related:KdCqISsXq_YJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
12,"B Sun, Y Pan, J Yang, J Guo, B Zhao, X Liu, Z Liu, X Li","Microstructure evolution and SSCC behavior of strain-strengthened 304 SS pre-strained at room temperature and cryogenic temperature",2023,"Corrosion Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S0010938X22007739","https://scholar.google.com/scholar?cites=11576531711676676195&as_sdt=2005&sciodt=0,5&hl=en",99,"2024-05-07 15:22:56","HTML","","","",,,,,12,12.00,2,8,1,"… , the decline of tensile strength is pronounced in test solution. That means 304 SS is highly SCC susceptible. Besides, with pre-strain increasing, tensile strength rises continuously due …","https://www.sciencedirect.com/science/article/pii/S0010938X22007739","https://scholar.google.com/scholar?q=related:Y3iItUEaqKAJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
2,"Y Zhang, J Lu, K Luo, Y Zhang, J Lu, K Luo","Mechanical properties of AISI 304 SS and its welded joint subjected to laser shock processing",2013,"Laser Shock Processing of …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-35674-2_6","https://scholar.google.com/scholar?cites=4148051616725327199&as_sdt=2005&sciodt=0,5&hl=en",100,"2024-05-07 15:22:56","","10.1007/978-3-642-35674-2_6","","",,,,,2,0.18,0,6,11,"… tensile strength appear is slightly later during two-sided LSP impacts, and the values of the yield strength and tensile strength … Because the laser welded AISI 304 SS with the thickness …","","https://scholar.google.com/scholar?q=related:X93l1PfWkDkJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
24,"AS Hajare, CL Gogte","Comparative study of wear behaviour of Thermal Spray HVOF coating on 304 SS",2018,"Materials Today: Proceedings","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214785317326226","https://scholar.google.com/scholar?cites=9565706920480600631&as_sdt=2005&sciodt=0,5&hl=en",101,"2024-05-07 15:22:56","","","","",,,,,24,4.00,12,2,6,"… Tensile residual stresses are the result of particle contraction during cooling and can cause cracking and promote fatigue failures if their magnitude exceeds the tensile strength of the …","","https://scholar.google.com/scholar?q=related:N_K9TMM3wIQJ:scholar.google.com/&scioq=intitle:ss+intitle:304+%22tensile+strength%22&hl=en&as_sdt=0,5&as_vis=1"
